Population,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year
0.0003397407241841752,0.7042253521126761,0.10912047373985037,0.37325985218627955,0.4090909090909091,0.0,0.16666666666666666,0.08162441612754492,0.43998464679767657,0.10695110858032117
0.09339293696915511,0.1267605633802817,0.08259884867274105,0.5495365120998941,0.49999999999999994,0.0,0.16666666666666666,0.002203152318805522,0.7738723357742342,0.09216511350895276
0.033392936969155115,0.45070422535211274,0.03581832252487053,0.5047050522185756,0.36363636363636365,0.0,0.16666666666666666,0.20780405987081682,0.38047449728926985,0.27117970669046576
0.12394278050961108,0.4225352112676056,0.07184843994456358,0.7018265824442641,0.6363636363636365,0.2857142857142857,0.0,0.22658012928146212,0.19020688679923636,0.2868679834244005
0.10149307107733571,0.9154929577464789,0.1536461345903956,0.3812709251085856,0.6818181818181819,0.2857142857142857,0.16666666666666666,0.009446783628353222,0.3329000714092144,0.016561310558048714
0.15825659365221278,0.9154929577464789,0.08629415905185507,0.3942320329878308,0.6363636363636365,0.42857142857142855,0.16666666666666666,0.08451854911825202,0.4997052667213302,0.12620182002821403
0.022664282521233793,0.8591549295774649,0.0430042262673397,0.5250733855143029,0.4090909090909091,0.0,0.16666666666666666,0.17234765150632433,0.5715994141997968,0.2501238747083258
0.20691998211890925,0.16901408450704225,0.10214953640085518,0.36441508933751576,0.6818181818181819,0.0,0.0,0.04597240609318569,0.16638969263711678,0.11767101542385794
0.15512740277156906,0.43661971830985913,0.2254317631928862,0.2671687078449798,0.8636363636363638,0.2857142857142857,0.5,0.10169755816178323,0.17836831726992763,0.16525628773421222
0.18053643272239606,0.9577464788732394,0.19293110945599617,0.40782110020084983,0.7727272727272728,0.14285714285714285,0.0,0.03411070711239301,0.39253602643607766,0.05044025798926385
0.004962002682163611,0.07042253521126762,0.08598667742040163,0.4378487344383542,0.36363636363636365,0.0,0.3333333333333333,0.2572852756304484,0.4518914906326298,0.36742634507874855
0.29836388019669197,0.5352112676056339,0.0695931492009558,0.311788924396749,0.7272727272727273,0.14285714285714285,0.16666666666666666,0.1341108423959492,0.33296561950042447,0.14636763895762311
0.004970943227536879,0.9154929577464789,0.3222655416784003,0.3872621140457284,0.36363636363636365,0.0,0.0,0.16917462858423604,0.2733840888486321,0.1486235519746458
0.0,0.15492957746478875,0.44387932285814974,0.27387531874679144,0.5909090909090909,0.14285714285714285,0.0,0.22365042154653292,0.4995331488620275,0.2560425830772109
0.07299955297273134,0.16901408450704225,0.24717709623088244,0.553878614364739,0.4090909090909091,0.42857142857142855,0.0,0.1276065443689178,0.3805601280177011,0.20372580152688888
0.01871256146624944,0.295774647887324,0.3431138405681828,0.5068687137915913,0.5454545454545455,0.14285714285714285,0.0,0.18126663537558718,0.4647025194060912,0.24052456768232058
0.4477335717478766,0.6338028169014085,0.1210999194243418,0.635940354984229,0.5454545454545455,0.14285714285714285,0.0,0.2081985089736307,0.5470861789544534,0.27341713431225023
0.06481001341081806,0.5915492957746479,0.1693823096264222,0.46104122065797837,0.6818181818181819,0.42857142857142855,0.0,0.018353378974622046,0.5838000326184659,0.10374733938116551
0.08460438086723289,0.6056338028169014,0.15050537410207146,0.4488909792354939,0.45454545454545453,0.14285714285714285,0.0,0.22690027031705257,0.3449963895262572,0.23953680558100107
0.028404112650871702,0.07042253521126762,0.07405116873381347,0.512742993053005,0.4090909090909091,0.14285714285714285,0.0,0.16628256277697226,0.33288271498642763,0.2568116744414448
0.000616897630755476,0.2816901408450705,0.15190574987943434,0.5670569487596689,0.5909090909090909,0.0,0.5,0.27399885588788064,0.49956617744946885,0.3105333745871254
0.12910147518998658,0.16901408450704225,0.17546100875711557,0.32619109708289395,0.7727272727272728,0.14285714285714285,0.0,0.019940171340949317,0.2260755235905354,0.06262587139573725
0.00340634778721502,0.47887323943661975,0.10478881175289942,0.4393337011163282,0.6818181818181819,0.14285714285714285,0.16666666666666666,0.07960729034653138,0.21403135086651448,0.07961142271689281
0.019606616003576216,0.7042253521126761,0.30690515174063804,0.33207444166012284,0.36363636363636365,0.0,0.0,0.10624735479273863,0.3329000714092144,0.11278309679727797
0.08434510505140813,0.8028169014084506,0.10895930695264702,0.6465968761507086,0.6363636363636365,0.14285714285714285,0.0,0.06718586920857958,0.3926751157079391,0.10212891230045412
0.2643540455967814,0.8309859154929579,0.047225156190032626,0.4580328728213605,0.49999999999999994,0.14285714285714285,0.0,0.04447102886278037,0.059359541623725476,0.08835428247089785
0.027617344658024137,0.4084507042253521,0.032541071133728866,0.7467902504146318,0.6363636363636365,0.0,0.16666666666666666,0.13247227190696859,0.6787994136060244,0.19289564792436836
0.05053196244970943,0.7323943661971831,0.16837636122988478,0.6934232503418151,0.49999999999999994,0.0,0.0,0.005523488258774528,0.2854804069656749,0.03763048528824814
0.01534197586052749,0.02816901408450706,0.039194625545968455,0.6318059482550166,0.5454545454545455,0.2857142857142857,0.0,0.006058210451377796,0.5716649622910068,0.1576230096243268
0.4692355833705856,0.7183098591549296,0.12799791206435318,0.4983049949679789,0.7727272727272728,0.14285714285714285,0.0,0.06233333224683948,0.8453281907572111,0.22697579175268368
0.10074206526598121,0.3802816901408451,0.16644568599983534,0.30857889817962975,0.5909090909090909,0.0,0.0,0.142010671925795,0.7142694093348124,0.23416361984206938
0.015780062583817613,0.3098591549295775,0.08294349883851232,0.20610817000935214,0.5454545454545455,0.2857142857142857,0.0,0.03642198990861405,0.32120059115176713,0.048114748934151345
0.006079570853822083,0.9014084507042254,0.19961877692470645,0.41098693427069366,0.36363636363636365,0.0,0.0,0.052495500506246,0.7142694093348124,0.12258007258579454
0.0012159141707644165,0.7887323943661971,0.0989875422753401,0.5226497275227471,0.3181818181818182,0.14285714285714285,0.16666666666666666,0.28027111268607746,0.4518914906326298,0.3605717911227879
0.013562807331247205,0.7183098591549296,0.0420144448295378,0.2577778663393133,0.6363636363636365,0.14285714285714285,0.0,0.03480429159485818,0.8929698489866088,0.1322640077450678
0.12608851139919533,0.47887323943661975,0.030688678019662047,0.6492427354339424,0.45454545454545453,0.0,0.16666666666666666,0.06307592446163186,0.3925387526505122,0.15056161134633675
0.057165847116674114,0.11267605633802819,0.03777243597739302,0.7679941707839039,0.6818181818181819,0.14285714285714285,0.16666666666666666,0.03257414605865072,0.7137366128300534,0.10595957280940232
0.04523021904336164,0.09859154929577468,0.13877493052365517,0.4428438171632956,0.36363636363636365,0.2857142857142857,0.0,0.08678010104541067,0.28557414972833095,0.16926218377015
0.18283415288332586,0.676056338028169,0.09688096434593842,0.7931434298637784,0.49999999999999994,0.14285714285714285,0.0,0.12461163466420132,0.4995006293582589,0.1368587721797395
0.018980777827447472,0.7605633802816901,0.1933376040404711,0.3730046952836451,0.4090909090909091,0.14285714285714285,0.16666666666666666,0.2118587338272167,0.32112704997111585,0.19627413697792317
0.010406794814483682,0.04225352112676056,0.14644131782682196,0.5367442014661505,0.49999999999999994,0.14285714285714285,0.0,0.1152061009569424,0.43999577051381566,0.16486540391264715
0.00020563254358515868,0.5211267605633803,0.20320316185488857,0.37719438160240787,0.6818181818181819,0.2857142857142857,0.0,0.028205808832067913,0.13085414881711865,0.10528913114667096
0.008001788109074653,0.323943661971831,0.04507665246333591,0.5897462025488889,0.45454545454545453,0.14285714285714285,0.3333333333333333,0.041183597855559494,0.8333883183348164,0.1385134172389106
0.05989271345552078,0.1971830985915493,0.09182658515580018,0.3863946349650654,0.5454545454545455,0.0,0.0,0.2473180163158606,0.5351463065320589,0.2657542670333497
0.31956191327670985,0.05633802816901412,0.05720032443759967,0.6185847465983942,0.22727272727272724,0.0,0.0,0.1098344075666015,0.7738723357742342,0.17951518744257766
0.0028609745194456858,0.3661971830985916,0.2092797724311041,0.4966840466103399,0.18181818181818182,0.14285714285714285,0.0,0.13207374655074575,0.785968653891277,0.22205876329057495
0.07036209208761735,0.07042253521126762,0.5096369191145009,0.5875689112124769,0.45454545454545453,0.14285714285714285,0.0,0.2994013244463815,0.4995006293582589,0.3183247249438899
0.0076978095663835485,0.352112676056338,0.14314124704416362,0.4571976646655663,0.45454545454545453,0.14285714285714285,0.0,0.11869018277526196,0.547276109984511,0.15112975746022925
0.137362539114886,0.9577464788732394,0.10127744887557062,0.36806443899142943,0.45454545454545453,0.2857142857142857,0.3333333333333333,0.09521301363257424,0.1188687253004913,0.08345914315725403
0.023147071971390255,0.9295774647887324,0.2942624739786418,0.5844318962585016,0.5909090909090909,0.0,0.16666666666666666,0.14886296954169848,0.05951598731837365,0.10601378888214039
0.043817612874385334,0.619718309859155,0.016684069353468237,0.4196341155798611,0.5454545454545455,0.42857142857142855,0.0,0.03300822542641534,0.49957201050164446,0.12434976639166082
0.3544836835046938,0.7042253521126761,0.16813706703443793,0.3749985135840256,0.49999999999999994,0.14285714285714285,0.0,0.08927743132337454,0.5123054254250727,0.15402891245625105
0.0040768886902101025,0.5774647887323944,0.14713819883758023,0.1947461358758518,0.3181818181818182,0.0,0.0,0.06318784179409834,0.33296561950042447,0.08165467639847135
0.0008404112650871702,0.1830985915492958,0.16936215894340495,0.5230305464947272,0.22727272727272724,0.0,0.0,0.007782119596352189,0.4280385416686343,0.042459699427291796
0.002816271792579347,0.46478873239436624,0.05420951442539438,0.4234347408733631,0.45454545454545453,0.2857142857142857,0.0,0.15605065826269948,0.38072997641053763,0.16294309015337144
0.04442556995976754,0.5633802816901409,0.23984046847359894,0.51243442333953,0.45454545454545453,0.14285714285714285,0.16666666666666666,0.18290960634780115,0.2378097928182178,0.2406122101763962
0.419034421099687,0.7746478873239436,0.318257760343247,0.3926511338391665,0.45454545454545453,0.0,0.16666666666666666,0.12060875738000638,0.16638969263711678,0.16689192494320715
0.522405006705409,0.2112676056338028,0.05933652889903824,0.5376768242684071,0.45454545454545453,0.0,0.16666666666666666,0.08074322086008333,0.2975366454485192,0.11460496571758985
0.23408135896289672,0.5633802816901409,0.05499871727945823,0.4794692986952467,0.6363636363636365,0.2857142857142857,0.0,0.20733316295295504,0.6668943301538649,0.2446438885567794
0.006204738489047831,0.43661971830985913,0.11161695384870891,0.3944435809013034,0.36363636363636365,0.14285714285714285,0.0,0.08779481878842017,0.21409689895772455,0.0744210848118993
0.02765310683951721,0.11267605633802819,0.2126092763611255,0.39258748451649833,0.49999999999999994,0.14285714285714285,0.0,0.026349063404109217,0.4043448026760522,0.13300306173420562
0.024720607957085382,0.09859154929577468,0.3151505714343067,0.44847494720670883,0.4090909090909091,0.42857142857142855,0.0,0.018938515341487536,0.5471360548810089,0.07842497335864484
